Year,Species,Beach Name,Unique ID,Nest Date,Nest Day,Nest Week,Lat,Long,Initial Treatment,Final Treatment,Predated,Any Predation Pre-Hatch,Any Predation Post-Hatch But Pre-Inventory,Multiple Predators,Mammalian Predator,Predator ID,Ghost Crab Less Than 10 Eggs,Complete Predation,Roots,Eggs Scattered By Another Turtle,Poached,Accretion,Washed Over,Inundated,Complete Wash Out,Partial Wash Out,Wash Out Post-Hatch But Pre-Inventory,Wash Out Comments,Emerge Date,Emerge Day,Emerge Week,Incubation Duration,Inventoried,Inventoried Comments,Date Inventoried,Dead in Nest,Live in Nest,Empty Shells,Pipped Dead,Pipped Live,Whole,Damaged,Clutch Size,Hatching Success,Emergence Success,Emergence Rate,Binom Hatch Success,Binom Hatch Fail,Binom Emerge Success,Binom Emerge Fail,Additional Notes,Start,End,Duration,Buoy,Tide,Elevation,MHWtoDuneToe_Radians,MHWtoDuneToe_Degrees,MHWtoNest_Radians,MHWtoNest_Degrees,MSLtoNest_Radians,MSLtoNest_Degrees,Wave Exposure Proportion (Gen Eq),Wave Exposure Proportion (Dis Eq),MSL Elevation
2016,Cc,Cape Saint George Island,CSGI_2016_001,7/8/2016,190,28,29.62411667,-85.09776667,B,B,Yes,Yes,Yes,No,No,Ghost Crab,Yes,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/19/2016,0,0,71,0,0,6,2,79,0.899,0.899,1,71,8,71,8,,7/8/2016,9/19/2016,73,Pensacola,Pensacola,1.135,0.0092,0.53,0.0173,0.99,0.0147,0.84,0.1051913,0.1243169,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_002,7/20/2016,202,30,29.62395,-85.09773333,B,B,No,No,No,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/29/2016,0,0,86,0,0,6,0,92,0.935,0.935,1,86,6,86,6,,7/20/2016,9/29/2016,71,Pensacola,Pensacola,1.641,0.0118,0.68,0.0255,1.46,0.0178,1.02,0.0259563,0.0300546,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_003,7/28/2016,210,31,29.62436667,-85.09766667,B,B,No,No,No,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/24/2016,0,0,61,0,0,45,0,106,0.575,0.575,1,61,45,61,45,,7/28/2016,10/24/2016,88,Pensacola,Pensacola,1.534,0.0081,0.47,0.0206,1.18,0.0208,1.19,0.0204918,0.0218579,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_004,6/10/2016,162,24,29.62445,-85.09763333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/2/2016,215,32,53,Yes,,8/8/2016,0,0,130,0,0,4,6,140,0.929,0.929,1,130,10,130,10,,6/10/2016,8/2/2016,53,Pensacola,Pensacola,1.514,0.0094,0.54,0.0218,1.25,0.0215,1.23,0.0218579,0.023224,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_005,8/8/2016,221,33,29.62535,-85.09723333,B,B,Yes,Yes,No,Yes,Yes,"Canid (Coyote), Ants",NA,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,10/24/2016,0,0,26,0,0,34,6,66,0.394,0.394,1,26,40,26,40,,8/8/2016,10/24/2016,77,Pensacola,Pensacola,1.079,0.0178,1.02,0.0236,1.35,0.0256,1.47,0.0860656,0.0874317,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_006,7/18/2016,200,30,29.61895,-85.09125,B,B,No,No,No,NA,NA,NA,NA,No,Yes,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/26/2016,0,0,0,0,0,77,0,77,0,0,0,0,77,0,77,,7/18/2016,9/26/2016,70,Pensacola,Pensacola,1.788,0.0277,1.58,0.0238,1.36,0.0242,1.38,0.0177596,0.0150273,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_007,6/27/2016,179,27,29.61578333,-85.08536667,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/9/2016,0,0,4,2,0,60,4,70,0.057,0.057,1,4,66,4,66,,6/27/2016,9/9/2016,74,Pensacola,Pensacola,1.386,0.0282,1.62,0.0225,1.29,0.0235,1.35,0.0409836,0.0327869,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_008,NA,NA,NA,29.61543333,-85.08468333,A,A,Yes,No,Yes,Yes,Yes,"Canid (Coyote), Ghost Crab",NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,8/3/2016,0,0,0,0,0,0,40,40,0,0,0,0,40,0,40,,NA,NA,NA,Pensacola,Pensacola,1.459,0.0267,1.53,0.0241,1.38,0.0238,1.37,0.0355191,0.0273224,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_009,6/14/2016,166,25,29.6153,-85.08428333,B,B,No,No,No,NA,NA,NA,NA,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/26/2016,0,0,79,0,0,3,0,82,0.963,0.963,1,79,3,79,3,,6/14/2016,8/26/2016,73,Pensacola,Pensacola,1.943,0.0282,1.62,0.0295,1.69,0.0294,1.68,0.0163934,0.0136612,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_010,5/31/2016,152,23,29.61475,-85.08363333,A,A,Yes,Yes,No,Yes,Yes,"Canid (Coyote), Ghost Crab, Gulls",NA,No,No,No,No,No,Yes,No,No,Yes,No,NA,NA,NA,NA,NA,No,"Partial wash out, remaining didn't hatch",NA,NA,NA,NA,NA,NA,NA,27,NA,0,0,0,0,0,0,0,,5/31/2016,8/13/2016,74,Pensacola,Pensacola,1.124,0.0284,1.63,0.022,1.26,0.0216,1.24,0.1161202,0.0874317,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_011,6/16/2016,168,25,29.61353333,-85.08101667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/8/2016,221,33,53,Yes,,8/11/2016,0,0,115,0,0,3,0,118,0.975,0.975,1,115,3,115,3,,6/16/2016,8/8/2016,53,Pensacola,Pensacola,1.956,0.0249,1.43,0.0249,1.43,0.0258,1.48,0.0150273,0.0136612,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_012,7/5/2016,187,28,29.60946667,-85.0752,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/22/2016,0,0,0,0,0,70,0,70,0,0,0,0,70,0,70,,7/5/2016,9/22/2016,79,Pensacola,Pensacola,0.936,0.0206,1.18,0.0187,1.07,0.0183,1.05,0.170765,0.1789618,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_013,6/14/2016,166,25,29.6094,-85.075,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/26/2016,0,0,97,1,0,5,1,104,0.933,0.933,1,97,7,97,7,,6/14/2016,8/26/2016,73,Pensacola,Pensacola,1.072,0.0187,1.07,0.0195,1.12,0.0198,1.13,0.1010929,0.1051913,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_014,5/16/2016,137,21,29.60871667,-85.0741,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/1/2016,0,0,0,0,0,86,0,86,0,0,0,0,86,0,86,,5/16/2016,8/1/2016,77,Pensacola,Pensacola,0.879,0.0224,1.28,0.018,1.03,0.019,1.09,0.2418033,0.2240437,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_015,NA,NA,NA,29.60705,-85.07173333,A,A,Yes,Yes,No,No,Yes,Canid (Coyote),NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Not inventoried b/c of mammalian predation,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,NA,NA,NA,Pensacola,Pensacola,0.973,0.0251,1.44,0.0203,1.16,0.0218,1.25,0.1516393,0.1407104,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_016,6/10/2016,162,24,29.6073,-85.07153333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/1/2016,214,32,52,Yes,,8/11/2016,2,0,115,1,0,2,0,118,0.975,0.958,0.983,115,3,113,5,,6/10/2016,8/1/2016,52,Pensacola,Pensacola,1.688,0.0264,1.51,0.0211,1.21,0.0217,1.25,0.0204918,0.0204918,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_017,6/10/2016,162,24,29.60525,-85.0692,B,B,Yes,Yes,No,Yes,Yes,"Canid (Coyote), Ghost Crab",NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,8/19/2016,0,0,4,0,0,40,25,69,0.058,0.058,1,4,65,4,65,,6/10/2016,8/19/2016,70,Pensacola,Pensacola,1.086,0.0208,1.19,0.02,1.15,0.0209,1.2,0.1010929,0.0997268,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_018,7/11/2016,193,29,29.60498333,-85.06893333,B,B,Yes,Yes,No,Yes,Yes,"Canid (Coyote), Ghost Crab",NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,9/22/2016,0,0,5,0,0,12,34,51,0.098,0.098,1,5,46,5,46,,7/11/2016,9/22/2016,73,Pensacola,Pensacola,1.007,0.0219,1.26,0.0193,1.11,0.021,1.2,0.136612,0.1256831,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_019,7/1/2016,183,27,29.6034,-85.06663333,B,B,Yes,Yes,No,No,Yes,Canid (Coyote),NA,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,9/9/2016,0,0,0,0,0,31,64,95,0,0,0,0,95,0,95,,7/1/2016,9/9/2016,70,Pensacola,Pensacola,1.442,0.0312,1.79,0.0227,1.3,0.0241,1.38,0.034153,0.0300546,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_020,8/5/2016,218,32,29.6027,-85.06603333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/24/2016,0,0,0,0,0,87,0,87,0,0,0,0,87,0,87,,8/5/2016,10/24/2016,80,Pensacola,Pensacola,1.051,0.0261,1.5,0.0251,1.44,0.027,1.55,0.1270492,0.113388,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_021,6/3/2016,155,23,29.60151667,-85.06446667,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/16/2016,0,0,0,0,0,84,1,85,0,0,0,0,85,0,85,,6/3/2016,8/16/2016,74,Pensacola,Pensacola,1.117,0.0263,1.51,0.0244,1.4,0.0248,1.42,0.1147541,0.0956284,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_022,6/27/2016,179,27,29.60078333,-85.06346667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/9/2016,0,0,0,0,0,104,0,104,0,0,0,0,104,0,104,,6/27/2016,9/9/2016,74,Pensacola,Pensacola,1.215,0.0279,1.6,0.0237,1.36,0.0258,1.48,0.0751366,0.0628415,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_023,5/27/2016,148,22,29.59946667,-85.06195,B,B,Yes,Yes,Yes,No,No,Ghost Crab,Yes,No,No,No,No,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/8/2016,0,0,0,0,0,92,8,100,0,0,0,0,100,0,100,,5/27/2016,8/8/2016,73,Pensacola,Pensacola,1.103,0.0275,1.57,0.0267,1.53,0.0271,1.55,0.1147541,0.0956284,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_024,7/18/2016,200,30,29.59813333,-85.06025,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/18/2016,9/30/2016,74,Pensacola,Pensacola,1.138,0.0342,1.96,0.0241,1.38,0.0245,1.4,0.1092896,0.0806011,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_025,7/1/2016,183,27,29.59785,-85.05986667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,No,Washed out Post-Hatch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7/1/2016,9/13/2016,74,Pensacola,Pensacola,1.207,0.0283,1.62,0.0224,1.28,0.0236,1.35,0.0806011,0.0628415,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_026,6/10/2016,162,24,29.59683333,-85.05865,B,B,Yes,No,Yes,No,No,Ghost Crab,Yes,No,No,No,No,No,No,No,No,No,NA,NA,8/2/2016,215,32,53,Yes,,8/19/2016,0,0,101,0,0,2,2,105,0.962,0.962,1,101,4,101,4,,6/10/2016,8/2/2016,53,Pensacola,Pensacola,1.375,0.0302,1.73,0.0231,1.33,0.0249,1.43,0.0628415,0.0409836,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_027,8/2/2016,215,32,29.59653333,-85.0583,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,8/2/2016,10/15/2016,74,Pensacola,Pensacola,1.458,0.0349,2,0.026,1.49,0.0266,1.53,0.0505464,0.0327869,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_028,5/31/2016,152,23,29.59648333,-85.05825,A,A,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,5/31/2016,8/13/2016,74,Pensacola,Pensacola,1.444,0.0373,2.13,0.0256,1.47,0.0255,1.46,0.0505464,0.0327869,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_029,7/20/2016,202,30,29.59631667,-85.05801667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/20/2016,10/2/2016,74,Pensacola,Pensacola,1.602,0.0333,1.91,0.0269,1.54,0.0256,1.46,0.0300546,0.0218579,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_030,7/1/2016,183,27,29.59631667,-85.05796667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,No,Washed out Post-Hatch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7/1/2016,9/13/2016,74,Pensacola,Pensacola,1.769,0.0319,1.83,0.028,1.6,0.0269,1.54,0.023224,0.0177596,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_031,NA,NA,NA,29.59608333,-85.05771667,A,A,Yes,No,Yes,Yes,Yes,"Canid (Coyote), Ghost Crab",NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,8/3/2016,0,0,0,0,0,0,75,75,0,0,0,0,75,0,75,,NA,NA,NA,Pensacola,Pensacola,1.923,0.0316,1.81,0.0327,1.87,0.0289,1.65,0.0191257,0.0150273,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_032,5/23/2016,144,22,29.59561667,-85.05721667,A,A,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,5/23/2016,8/5/2016,74,Pensacola,Pensacola,1.738,0.032,1.83,0.0275,1.58,0.0273,1.57,0.0204918,0.0204918,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_033,7/22/2016,204,30,29.59565,-85.05716667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/22/2016,10/4/2016,74,Pensacola,Pensacola,2.103,0.0318,1.82,0.0308,1.76,0.0303,1.74,0.0122951,0.0122951,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_034,8/3/2016,216,32,29.5955,-85.057,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,8/3/2016,10/16/2016,74,Pensacola,Pensacola,1.993,0.0293,1.68,0.0283,1.62,0.0284,1.63,0.0122951,0.0122951,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_035,7/18/2016,200,30,29.59543333,-85.05693333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/18/2016,9/30/2016,74,Pensacola,Pensacola,1.915,0.0293,1.68,0.0275,1.58,0.0275,1.58,0.0163934,0.0150273,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_036,7/8/2016,190,28,29.59541667,-85.05691667,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/8/2016,9/20/2016,74,Pensacola,Pensacola,1.942,0.0284,1.63,0.0278,1.59,0.0279,1.6,0.0150273,0.0136612,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_037,7/1/2016,183,27,29.59535,-85.05676667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/22/2016,235,35,52,Yes,,8/26/2016,0,4,56,0,0,22,0,78,0.718,0.667,0.929,56,22,52,26,,7/1/2016,8/22/2016,52,Pensacola,Pensacola,2.041,0.0268,1.53,0.0265,1.52,0.0275,1.58,0.0122951,0.0122951,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_038,6/14/2016,166,25,29.5952,-85.05661667,B,B,Yes,Yes,No,Yes,Yes,"Canid (Coyote), Ghost Crab",NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,8/26/2016,0,0,2,0,0,18,24,44,0.045,0.045,1,2,42,2,42,,6/14/2016,8/26/2016,73,Pensacola,Pensacola,1.797,0.0223,1.28,0.023,1.32,0.0245,1.4,0.0163934,0.0163934,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_039,7/25/2016,207,31,29.59515,-85.05655,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/25/2016,10/7/2016,74,Pensacola,Pensacola,1.817,0.0225,1.29,0.023,1.32,0.0235,1.35,0.0163934,0.0163934,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_040,6/27/2016,179,27,29.59473333,-85.05603333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/9/2016,0,0,0,0,0,121,1,122,0,0,0,0,122,0,122,,6/27/2016,9/9/2016,74,Pensacola,Pensacola,2.11,0.0264,1.51,0.0256,1.47,0.0268,1.53,0.0122951,0.0122951,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_041,7/15/2016,197,29,29.59473333,-85.05601667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/26/2016,0,0,0,0,0,108,0,108,0,0,0,0,108,0,108,,7/15/2016,9/26/2016,73,Pensacola,Pensacola,2.162,0.0257,1.47,0.0256,1.47,0.0272,1.56,0.010929,0.010929,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_042,6/27/2016,179,27,29.5947,-85.056,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/7/2016,0,0,0,4,0,91,0,95,0,0,0,0,95,0,95,,6/27/2016,9/7/2016,72,Pensacola,Pensacola,2.056,0.0256,1.47,0.0255,1.46,0.0264,1.51,0.0122951,0.0122951,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_043,7/1/2016,183,27,29.59411667,-85.05515,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/19/2016,0,0,69,0,0,11,1,81,0.852,0.852,1,69,12,69,12,,7/1/2016,9/19/2016,80,Pensacola,Pensacola,1.331,0.0124,0.71,0.0129,0.74,0.0146,0.83,0.0382514,0.045082,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_044,6/27/2016,179,27,29.59386667,-85.05483333,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/26/2016,0,0,31,22,0,37,1,91,0.341,0.341,1,31,60,31,60,,6/27/2016,8/26/2016,60,Pensacola,Pensacola,1.363,0.023,1.32,0.0133,0.76,0.0163,0.94,0.034153,0.0396175,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_045,6/29/2016,181,27,29.5938,-85.05478333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/29/2016,9/11/2016,74,Pensacola,Pensacola,1.382,0.0192,1.1,0.0141,0.81,0.0167,0.96,0.0327869,0.0396175,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_047,7/13/2016,195,29,29.59351667,-85.05446667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/22/2016,9,0,68,0,0,43,0,111,0.613,0.532,0.868,68,43,59,52,,7/13/2016,9/22/2016,71,Pensacola,Pensacola,1.772,0.016,0.92,0.0189,1.08,0.0213,1.22,0.0177596,0.0204918,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_048,6/10/2016,162,24,29.59341667,-85.05426667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/19/2016,0,0,0,0,0,102,0,102,0,0,0,0,102,0,102,,6/10/2016,8/19/2016,70,Pensacola,Pensacola,1.924,0.0239,1.37,0.0196,1.12,0.0214,1.23,0.0163934,0.0177596,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_049,7/11/2016,193,29,29.59315,-85.05396667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/19/2016,0,0,0,0,0,79,0,79,0,0,0,0,79,0,79,,7/11/2016,9/19/2016,70,Pensacola,Pensacola,1.773,0.0186,1.07,0.0186,1.06,0.0195,1.12,0.0163934,0.0191257,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_050,6/27/2016,179,27,29.59306667,-85.05385,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/19/2016,0,0,5,1,0,73,3,82,0.061,0.061,1,5,77,5,77,,6/27/2016,10/19/2016,114,Pensacola,Pensacola,1.581,0.0138,0.79,0.0158,0.91,0.0169,0.97,0.0218579,0.023224,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_051,7/1/2016,183,27,29.59288333,-85.0537,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/12/2016,0,0,0,0,0,84,0,84,0,0,0,0,84,0,84,,7/1/2016,9/12/2016,73,Pensacola,Pensacola,1.508,0.0215,1.23,0.0163,0.94,0.0171,0.98,0.0245902,0.0300546,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_052,5/16/2016,137,21,29.59276667,-85.05346667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/1/2016,0,0,0,0,0,96,0,96,0,0,0,0,96,0,96,,5/16/2016,8/1/2016,77,Pensacola,Pensacola,1.417,0.0126,0.72,0.0144,0.83,0.0157,0.9,0.0300546,0.034153,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_053,6/13/2016,165,25,29.5926,-85.05321667,A,A,No,No,No,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Couldn't locate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/2016,8/26/2016,74,Pensacola,Pensacola,1.302,0.0128,0.73,0.0128,0.73,0.0125,0.72,0.0396175,0.0464481,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_054,6/16/2016,168,25,29.59158333,-85.05196667,B,B,Yes,Yes,Yes,Yes,No,"Ghost Crab, Ants",No,No,Yes,No,No,No,No,No,No,No,NA,NA,8/8/2016,221,33,53,Yes,,8/11/2016,12,0,25,4,0,16,20,65,0.385,0.2,0.52,25,40,13,52,,6/16/2016,8/8/2016,53,Pensacola,Pensacola,3.093,0.0442,2.53,0.0288,1.65,0.0302,1.73,0.0054645,0.0013661,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_055,6/16/2016,168,25,29.59153333,-85.05185,B,B,Yes,Yes,No,Yes,Yes,"Canid (Coyote), Ants",NA,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,8/26/2016,0,0,0,0,0,42,44,86,0,0,0,0,86,0,86,,6/16/2016,8/26/2016,71,Pensacola,Pensacola,3.272,0.0399,2.29,0.0302,1.73,0.0299,1.71,0.0040984,0.0013661,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_056,7/11/2016,193,29,29.5915,-85.05178333,A,A,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/19/2016,1,0,88,0,0,7,0,95,0.926,0.916,0.989,88,7,87,8,,7/11/2016,9/19/2016,70,Pensacola,Pensacola,2.016,0.0475,2.72,0.0173,0.99,0.018,1.03,0.0204918,0.0136612,0.090
2016,Cc,Cape Saint George Island,CSGI_2016_057,7/11/2016,193,29,29.59135,-85.05171667,B,B,No,No,No,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/22/2016,0,0,3,0,0,125,0,128,0.023,0.023,1,3,125,3,125,,7/11/2016,9/22/2016,73,Pensacola,Pensacola,2.998,0.0428,2.45,0.03,1.72,0.0314,1.8,0.0013661,0.0013661,0.090
